id,indicator_id,zone,value,created_at
d26211a6-4f27-463d-b5a3-3a7c8952da86,9f3575c2-3a14-4724-b50a-466ca55f5a55,South West,83.80,2025-12-21 13:40:12.449178
7df10bba-b74d-40e9-9877-93d140ed9e4d,9f3575c2-3a14-4724-b50a-466ca55f5a55,North East,65.00,2025-12-21 13:40:12.441038
f58d8fa6-be03-459f-979d-ec546002ddce,db5720ce-f769-4a68-82c8-9211d0797bf6,North Central,51.80,2025-12-21 13:40:12.505369
3f463411-e18f-40ed-9467-af67189cb2c0,db5720ce-f769-4a68-82c8-9211d0797bf6,North East,74.10,2025-12-21 13:40:12.507419
573c476b-a083-4798-abdf-d328dbe4c7fc,db5720ce-f769-4a68-82c8-9211d0797bf6,North West,77.60,2025-12-21 13:40:12.509212
da0a6c2d-eb81-429d-b917-8f1ec22c65a8,db5720ce-f769-4a68-82c8-9211d0797bf6,South East,36.90,2025-12-21 13:40:12.511121
81650376-6a6d-4bcf-a545-8769a6137caf,db5720ce-f769-4a68-82c8-9211d0797bf6,South South,40.00,2025-12-21 13:40:12.51267
cdce1051-204f-4010-adf9-44bc7ac0b7e0,db5720ce-f769-4a68-82c8-9211d0797bf6,South West,45.90,2025-12-21 13:40:12.514273
16ac6029-37a3-463a-be2d-f7a025216f75,65db48b1-e64d-4ba8-a040-15f0eb525905,North Central,80.20,2025-12-21 13:40:12.611649
4e800ffe-d95b-4c00-856b-13f2b8086250,65db48b1-e64d-4ba8-a040-15f0eb525905,North East,82.40,2025-12-21 13:40:12.61395
b38f1290-ae3c-4a5a-a43a-042f4fbcc165,65db48b1-e64d-4ba8-a040-15f0eb525905,North West,74.90,2025-12-21 13:40:12.616137
2db0fb74-8c33-42cd-a082-664620f1814b,65db48b1-e64d-4ba8-a040-15f0eb525905,South East,80.70,2025-12-21 13:40:12.618753
af6f0ef6-25eb-439e-925d-9a76d2b4e645,65db48b1-e64d-4ba8-a040-15f0eb525905,South South,74.80,2025-12-21 13:40:12.620787
d718c1f0-6d33-4cba-8e6d-22b9a40c3a3d,65db48b1-e64d-4ba8-a040-15f0eb525905,South West,83.00,2025-12-21 13:40:12.623302
390869e4-edb8-4984-8a88-7f18e2edc6cc,43886790-ae58-4382-81d4-f9bb39cdbc06,North Central,34.10,2025-12-21 13:40:12.755024
fed7d655-4e68-4ba3-b84f-1a5348f106ea,43886790-ae58-4382-81d4-f9bb39cdbc06,North East,53.90,2025-12-21 13:40:12.757483
0d12b992-6fd1-4c3b-a52e-e36e84083877,43886790-ae58-4382-81d4-f9bb39cdbc06,North West,52.40,2025-12-21 13:40:12.759919
cd211628-6104-49ab-8ac9-81d22fe703d6,43886790-ae58-4382-81d4-f9bb39cdbc06,South East,29.20,2025-12-21 13:40:12.762544
c630751f-d83c-4c72-9e97-e2a8b0b4789d,43886790-ae58-4382-81d4-f9bb39cdbc06,South South,29.40,2025-12-21 13:40:12.764881
5ebc77b3-8a7d-460d-8ec9-50b487d3c61e,43886790-ae58-4382-81d4-f9bb39cdbc06,South West,35.60,2025-12-21 13:40:12.767248
bd740bf9-d68f-4424-a344-a081b2ed3aeb,715fe054-75e0-4d3e-9c61-83520f903c4a,North Central,29.80,2025-12-21 13:40:12.860276
2768b9a3-2720-4dad-aea9-7b458d1b2399,715fe054-75e0-4d3e-9c61-83520f903c4a,North East,50.40,2025-12-21 13:40:12.862777
3b90378c-29ee-44bb-90e8-3cc0206259ac,715fe054-75e0-4d3e-9c61-83520f903c4a,North West,50.00,2025-12-21 13:40:12.864827
42717eee-0656-4efd-9032-14bb15b97889,fe0d1b12-5647-4998-a757-272ecd21f6ee,North Central,32.30,2025-12-21 13:40:11.713653
1ba66005-d4d3-4660-a8fc-762d76dcb0c9,fe0d1b12-5647-4998-a757-272ecd21f6ee,North East,43.00,2025-12-21 13:40:11.720173
c1b4fea4-3c41-4c23-98f0-2f5ad7e5094a,fe0d1b12-5647-4998-a757-272ecd21f6ee,North West,51.60,2025-12-21 13:40:11.72311
15f631df-5ec8-4362-8c81-76e0ad4b8a26,fe0d1b12-5647-4998-a757-272ecd21f6ee,South East,27.30,2025-12-21 13:40:11.725566
f76142c5-1152-4429-be05-14e0049e2b29,fe0d1b12-5647-4998-a757-272ecd21f6ee,South South,29.90,2025-12-21 13:40:11.727786
94bbdd65-542f-4431-9d15-1563055e33b2,fe0d1b12-5647-4998-a757-272ecd21f6ee,South West,24.10,2025-12-21 13:40:11.730456
01b1b172-b010-4c4a-9644-892b7b07ae78,715fe054-75e0-4d3e-9c61-83520f903c4a,South East,20.90,2025-12-21 13:40:12.867283
149c1301-5a2f-46bc-8bab-5abf4bc0e9ad,715fe054-75e0-4d3e-9c61-83520f903c4a,South South,19.20,2025-12-21 13:40:12.870555
fd940309-6ed6-44e1-97d6-ea2b3637d5ba,715fe054-75e0-4d3e-9c61-83520f903c4a,South West,22.80,2025-12-21 13:40:12.872589
9beadf02-c226-4343-9793-2a75af7ca89c,4a627ccd-cbf1-4957-a97d-bc61540cb8da,North Central,77.40,2025-12-21 13:40:12.964669
8161be09-da9a-477c-a79c-739f9dd7279a,4a627ccd-cbf1-4957-a97d-bc61540cb8da,North East,82.00,2025-12-21 13:40:12.966486
dfbd916b-58d0-460a-9e4d-d3713390e487,4a627ccd-cbf1-4957-a97d-bc61540cb8da,North West,84.00,2025-12-21 13:40:12.968952
a495107d-6fe8-4f41-9997-6abd7e9d564e,4a627ccd-cbf1-4957-a97d-bc61540cb8da,South East,57.00,2025-12-21 13:40:12.971397
627d4dd1-026e-4fe9-aa55-bc6e04d0ed63,4a627ccd-cbf1-4957-a97d-bc61540cb8da,South South,55.90,2025-12-21 13:40:12.973901
cf71cf4c-9067-4dd3-bc6b-55a59001070d,4a627ccd-cbf1-4957-a97d-bc61540cb8da,South West,52.60,2025-12-21 13:40:12.976471
6e249bef-1298-49a8-93e3-0f1111a603ec,7e079216-8d07-43d2-bc04-ee11d395e116,North Central,31.90,2025-12-21 13:40:13.072921
a4b053f1-57cf-4898-a73c-4cec0fa0af17,7e079216-8d07-43d2-bc04-ee11d395e116,North East,53.00,2025-12-21 13:40:13.074515
4aef808f-b260-408c-b1f1-39c25093954c,7e079216-8d07-43d2-bc04-ee11d395e116,North West,55.50,2025-12-21 13:40:13.075975
5c3ceba8-fe9b-4bed-93c1-9132df346ceb,7e079216-8d07-43d2-bc04-ee11d395e116,South East,29.50,2025-12-21 13:40:13.077559
62711974-41f2-4838-aef5-2c91db4abd4b,7e079216-8d07-43d2-bc04-ee11d395e116,South South,24.00,2025-12-21 13:40:13.079135
ab055fee-0c41-4907-9d10-2abec6ff66b0,7e079216-8d07-43d2-bc04-ee11d395e116,South West,23.70,2025-12-21 13:40:13.080675
c632a307-8c00-43ec-945c-c4011734f823,a7ae8368-2dd9-4bee-a7e4-a471d758665c,North Central,35.70,2025-12-21 13:40:13.174961
792db796-08ec-46fc-9297-fdc4fb87c8b6,a7ae8368-2dd9-4bee-a7e4-a471d758665c,North East,65.20,2025-12-21 13:40:13.17687
5765be44-599e-4759-b7ba-0e1fde6eea53,a7ae8368-2dd9-4bee-a7e4-a471d758665c,North West,60.90,2025-12-21 13:40:13.178757
c56f7153-cc45-4931-8788-02ddb5a7d9fc,a7ae8368-2dd9-4bee-a7e4-a471d758665c,South East,27.40,2025-12-21 13:40:13.180601
ff221326-20b5-49b9-918c-f3a5e569164c,a7ae8368-2dd9-4bee-a7e4-a471d758665c,South South,20.60,2025-12-21 13:40:13.18258
5290bff5-01f0-43af-beb4-f9e0d36d8e22,a7ae8368-2dd9-4bee-a7e4-a471d758665c,South West,23.20,2025-12-21 13:40:13.184805
429b7d43-dc02-40d9-b076-01c1a0ed73dd,973c8367-02ed-4b9b-9a84-7534e9f9ee72,North Central,21.50,2025-12-21 13:40:13.238904
61ff3892-2afb-4805-8933-bc2f6b963bc8,973c8367-02ed-4b9b-9a84-7534e9f9ee72,North East,17.30,2025-12-21 13:40:13.240704
bf99bd29-e796-4bd8-ac7a-d24a9ac14578,973c8367-02ed-4b9b-9a84-7534e9f9ee72,North West,15.80,2025-12-21 13:40:13.242584
cc85869f-4268-412a-a28b-ab307f7c0116,973c8367-02ed-4b9b-9a84-7534e9f9ee72,South East,42.60,2025-12-21 13:40:13.244079
d258b001-432e-4456-a572-71677b49ad09,973c8367-02ed-4b9b-9a84-7534e9f9ee72,South South,43.80,2025-12-21 13:40:13.245996
a192e5c6-4dfc-4b3d-a30a-4dbff270a3ef,973c8367-02ed-4b9b-9a84-7534e9f9ee72,South West,46.60,2025-12-21 13:40:13.247948
47747f19-5620-4e5c-a50c-d9dd40a23ae5,39a92562-5848-45f4-84b8-ce2c06eb5e5a,North Central,38.80,2025-12-21 13:40:13.341116
d663bbbe-015c-4c43-b8e5-0e69a9a6b3ee,39a92562-5848-45f4-84b8-ce2c06eb5e5a,North East,21.50,2025-12-21 13:40:13.342785
ee54621d-7f2f-454b-b9b0-938175d5d181,39a92562-5848-45f4-84b8-ce2c06eb5e5a,North West,15.60,2025-12-21 13:40:13.344625
43d12e2a-5e1e-42ff-9fb0-0b46764589ce,39a92562-5848-45f4-84b8-ce2c06eb5e5a,South East,39.90,2025-12-21 13:40:13.346258
f31cb85d-5e01-49d7-a322-75a851102749,39a92562-5848-45f4-84b8-ce2c06eb5e5a,South South,45.80,2025-12-21 13:40:13.347714
7ef36388-c58e-4d86-b39b-0c9d12304799,39a92562-5848-45f4-84b8-ce2c06eb5e5a,South West,57.40,2025-12-21 13:40:13.349302
896b93b5-715a-488c-9516-a9501059e981,a7845fbf-ad12-41bf-8348-5f94f0e5b750,North Central,23.60,2025-12-21 13:40:13.442399
f2b455a0-7f24-4234-a4be-e7c5ee3062ae,a7845fbf-ad12-41bf-8348-5f94f0e5b750,North East,23.10,2025-12-21 13:40:13.444848
97603e1c-ae73-4d7e-b450-2244dde0cee9,a7845fbf-ad12-41bf-8348-5f94f0e5b750,North West,34.50,2025-12-21 13:40:13.447006
774031cc-fc0a-4509-a5f3-75e7add5bb59,a7845fbf-ad12-41bf-8348-5f94f0e5b750,South East,2.80,2025-12-21 13:40:13.448898
ac7b52f5-195e-4b4d-8e35-eed463eb547a,a7845fbf-ad12-41bf-8348-5f94f0e5b750,South South,17.60,2025-12-21 13:40:13.450905
296cbce6-6bc5-48c2-b162-42b920f6f6f5,a7845fbf-ad12-41bf-8348-5f94f0e5b750,South West,7.40,2025-12-21 13:40:13.45286
e20f6587-de7a-4592-ac41-dbd0744aa88c,0a0b7e2e-8e70-4267-9a63-caf79e7db88a,North Central,57.00,2025-12-21 13:40:13.559195
5f11f265-d3c3-4a69-8549-0939f427a95e,0a0b7e2e-8e70-4267-9a63-caf79e7db88a,North East,54.50,2025-12-21 13:40:13.562411
5e9e23cb-c923-4304-b0ba-91c653471544,0a0b7e2e-8e70-4267-9a63-caf79e7db88a,North West,56.50,2025-12-21 13:40:13.56602
8b51ad2d-ff4d-44dd-b817-80c9375a9620,0a0b7e2e-8e70-4267-9a63-caf79e7db88a,South South,61.00,2025-12-21 13:40:13.573212
b424ab4e-f198-4b40-ba5c-b26b46136e3a,0a0b7e2e-8e70-4267-9a63-caf79e7db88a,South West,61.10,2025-12-21 13:40:13.576879
53265a21-c294-4906-8772-e01133bc9ce1,0a0b7e2e-8e70-4267-9a63-caf79e7db88a,South East,28.00,2025-12-21 13:40:13.569677
1b34cc85-fcf9-4507-997b-fd1348631c4a,e343ceed-c384-4062-94f6-cea12e37d504,North Central,26.90,2025-12-21 13:40:13.693875
f4181957-6b7f-4584-a3c1-817708eb0c74,e343ceed-c384-4062-94f6-cea12e37d504,North East,35.80,2025-12-21 13:40:13.695686
27f09034-f8ac-4744-85d8-23f4bc1c526d,e343ceed-c384-4062-94f6-cea12e37d504,North West,45.50,2025-12-21 13:40:13.697595
6c8eb75b-d0d1-40a3-aab1-1d421021fa1f,e343ceed-c384-4062-94f6-cea12e37d504,South East,32.50,2025-12-21 13:40:13.699589
eb561668-77ed-4900-890f-801ebe964c25,e343ceed-c384-4062-94f6-cea12e37d504,South South,37.20,2025-12-21 13:40:13.701711
0b641115-7427-4263-8886-1e3a87e3afe8,e343ceed-c384-4062-94f6-cea12e37d504,South West,23.90,2025-12-21 13:40:13.703854
40a1114f-dfbb-4dba-936d-a22c52803b2e,f7f63ce1-ca87-4fe1-a801-1367d12af4e3,North Central,8.90,2025-12-21 13:40:13.785825
d1ee33f3-90b9-4be7-9a16-532a63e66201,f7f63ce1-ca87-4fe1-a801-1367d12af4e3,North East,25.00,2025-12-21 13:40:13.787289
89b39c80-4ba4-48d0-8b13-5ee5362bef29,f7f63ce1-ca87-4fe1-a801-1367d12af4e3,North West,23.20,2025-12-21 13:40:13.788651
4d32dccd-a9f7-4337-ad77-9cdf63c47f92,f7f63ce1-ca87-4fe1-a801-1367d12af4e3,South East,9.80,2025-12-21 13:40:13.790425
46bc98d7-1d1e-456b-aa95-b391e8639880,f7f63ce1-ca87-4fe1-a801-1367d12af4e3,South South,4.20,2025-12-21 13:40:13.792151
fa7f11c4-4916-443a-a38a-ba484b97e9a2,f7f63ce1-ca87-4fe1-a801-1367d12af4e3,South West,9.60,2025-12-21 13:40:13.794053
f6c2faae-0db3-403a-b2a0-09bf83882ec6,5c057225-5e54-4dfe-a99c-1e9e13de5de8,North Central,78.50,2025-12-21 13:40:13.800251
20f78db7-259c-4c0f-baa7-7220448c3f33,5c057225-5e54-4dfe-a99c-1e9e13de5de8,North East,80.50,2025-12-21 13:40:13.802468
dfe9dc80-b53b-4cdb-a875-d246704a707c,5c057225-5e54-4dfe-a99c-1e9e13de5de8,North West,57.70,2025-12-21 13:40:13.804481
2f2bc802-0fd7-429b-a30a-a7156b21676e,5c057225-5e54-4dfe-a99c-1e9e13de5de8,South East,70.50,2025-12-21 13:40:13.806298
59e1cbef-fbde-44b3-9e6e-cadfaec996cb,5c057225-5e54-4dfe-a99c-1e9e13de5de8,South South,77.90,2025-12-21 13:40:13.808134
162db828-7cad-47cb-93a1-1b5dafcdcf1e,5c057225-5e54-4dfe-a99c-1e9e13de5de8,South West,74.70,2025-12-21 13:40:13.80986
215c814a-c405-4953-af89-79d5467fa17d,da50c105-d27e-4c72-88b1-c0906baa9d22,North Central,88.90,2025-12-21 13:40:13.815448
6bcf6dcb-e4ec-4539-8e41-41093b8e9c14,da50c105-d27e-4c72-88b1-c0906baa9d22,North East,92.90,2025-12-21 13:40:13.817493
a2159fcc-1d0e-48e6-8e89-c96747339b57,da50c105-d27e-4c72-88b1-c0906baa9d22,North West,88.60,2025-12-21 13:40:13.819208
36e58f8c-4976-47ef-93a2-140506b2c7e0,da50c105-d27e-4c72-88b1-c0906baa9d22,South East,89.70,2025-12-21 13:40:13.820852
fc43f350-5e4b-43e1-ba7a-e3159231901b,da50c105-d27e-4c72-88b1-c0906baa9d22,South South,80.00,2025-12-21 13:40:13.822839
acea2ab0-6900-497c-92ff-7e5da86c662e,da50c105-d27e-4c72-88b1-c0906baa9d22,South West,95.20,2025-12-21 13:40:13.825001
8ee74a1b-27c4-4e4b-9e28-c062125d8768,c54eeab1-59db-4710-a7d1-7db580ff8aff,North Central,95.60,2025-12-21 13:40:13.831272
3e4413d1-cab7-45f6-8bc7-0f6115ac955b,c54eeab1-59db-4710-a7d1-7db580ff8aff,North East,96.60,2025-12-21 13:40:13.833388
26f29b1d-1333-4e5e-9819-8de417199f8e,c54eeab1-59db-4710-a7d1-7db580ff8aff,North West,96.00,2025-12-21 13:40:13.835782
946a7490-132f-4ee7-a043-00a15b8a3edf,c54eeab1-59db-4710-a7d1-7db580ff8aff,South East,98.00,2025-12-21 13:40:13.837712
74b919c1-e400-4c3a-8e45-ce9dfc1ff94d,c54eeab1-59db-4710-a7d1-7db580ff8aff,South South,96.00,2025-12-21 13:40:13.8402
20fb6ebb-4683-432f-9c86-ea06bc62c5b4,c54eeab1-59db-4710-a7d1-7db580ff8aff,South West,96.90,2025-12-21 13:40:13.842222
681ea226-1fd8-446b-bc19-4f50d26595dd,2ef96dcd-267f-4861-bd85-18b2b5a8ba3a,North Central,4.50,2025-12-21 13:40:13.933035
794488c5-7693-4b6c-a1df-6a5af7393d49,2ef96dcd-267f-4861-bd85-18b2b5a8ba3a,North East,9.50,2025-12-21 13:40:13.935351
ae7f9aeb-5b74-409c-b69d-5790a947efd4,2ef96dcd-267f-4861-bd85-18b2b5a8ba3a,North West,11.70,2025-12-21 13:40:13.937456
7cc2914a-76e0-4876-809e-9801f74ada98,2ef96dcd-267f-4861-bd85-18b2b5a8ba3a,South East,4.20,2025-12-21 13:40:13.939462
e1ee62ab-6e6d-456a-ab3b-67c39b32dae9,2ef96dcd-267f-4861-bd85-18b2b5a8ba3a,South South,4.20,2025-12-21 13:40:13.941419
fb4edfc9-5dcb-4708-940f-7e1bf569850b,2ef96dcd-267f-4861-bd85-18b2b5a8ba3a,South West,5.30,2025-12-21 13:40:13.94295
655ac5bb-88ee-4f8b-87f9-87838e7191df,bcff88d6-6589-4515-8dad-447cf509dad8,North Central,92.50,2025-12-21 13:40:14.141552
083b0406-1e20-4b45-9dfb-35c87ffe72bc,bcff88d6-6589-4515-8dad-447cf509dad8,North East,93.20,2025-12-21 13:40:14.143451
60dca92a-4581-4c83-a391-6755e98ae3ed,bcff88d6-6589-4515-8dad-447cf509dad8,North West,92.50,2025-12-21 13:40:14.145191
43a277d3-34ad-4152-b009-9831ea490f64,bcff88d6-6589-4515-8dad-447cf509dad8,South East,89.80,2025-12-21 13:40:14.147183
6f58590a-f084-4fbf-a669-e11908f623c6,bcff88d6-6589-4515-8dad-447cf509dad8,South South,85.70,2025-12-21 13:40:14.149034
6f4240af-a22b-411f-9b5e-fd54f8d17847,bcff88d6-6589-4515-8dad-447cf509dad8,South West,81.20,2025-12-21 13:40:14.151308
84a1f93f-6187-4dc1-b2ac-cb29b193379c,482284cf-5254-4210-850d-0b2287fa991a,North Central,45.30,2025-12-21 13:40:14.235238
4cd68cd0-bee6-4e05-937a-d6806006896b,482284cf-5254-4210-850d-0b2287fa991a,North East,37.60,2025-12-21 13:40:14.237404
0a18a229-b05a-4196-98bb-813124d5b765,482284cf-5254-4210-850d-0b2287fa991a,North West,43.90,2025-12-21 13:40:14.239274
a71c02b9-6fa8-465c-800b-3203bb40fa21,482284cf-5254-4210-850d-0b2287fa991a,South East,60.60,2025-12-21 13:40:14.240961
dfa6b8b7-4351-4c5a-b920-571d02f282d6,482284cf-5254-4210-850d-0b2287fa991a,South South,41.80,2025-12-21 13:40:14.242918
f7d99ae5-0f80-4dd3-961a-1946a5165f56,482284cf-5254-4210-850d-0b2287fa991a,South West,59.00,2025-12-21 13:40:14.244867
b6d74569-0b1c-49a1-b611-d3ff75004485,7e985c5b-0dca-4b96-b0e8-63c40a73b8a5,North Central,76.70,2025-12-21 13:40:14.336003
ccfafa37-9b44-4283-98b2-6672cfec3d92,7e985c5b-0dca-4b96-b0e8-63c40a73b8a5,North East,79.70,2025-12-21 13:40:14.337619
8122a9c7-3fd4-4e5d-be01-2bece2e42faa,7e985c5b-0dca-4b96-b0e8-63c40a73b8a5,North West,80.80,2025-12-21 13:40:14.339557
ed3180fc-b649-4723-a962-f6fe4e61e708,7e985c5b-0dca-4b96-b0e8-63c40a73b8a5,South East,87.00,2025-12-21 13:40:14.341392
8169179b-fcd5-4b52-9cd9-152f09901c7f,7e985c5b-0dca-4b96-b0e8-63c40a73b8a5,South South,72.30,2025-12-21 13:40:14.343409
d58317ed-e830-4687-8abe-527e7852fc65,7e985c5b-0dca-4b96-b0e8-63c40a73b8a5,South West,91.40,2025-12-21 13:40:14.345529
70058385-5660-4f5a-a4b7-336f279a6a9d,236d2480-5f3d-455b-924b-21e359f55d9d,North Central,28.50,2025-12-21 13:40:14.433332
