id,category_id,key,title,unit,national_value,color,context,analysis,is_trend,is_rate,is_tfr,display_order,created_at,updated_at
8be3e11c-b6d3-4c1e-8303-0e1feec5f1d1,a4d8aa4f-774f-469a-b149-5d58f19834d7,water_on_premises,Water Available on Premises,%,37.60,#0ea5e9,Percentage of households with water available on premises,"At the national level, 37.6% of the population has percentage of households with water available on premises. Access levels are generally better in urban areas and Southern zones compared to rural areas and Northern zones.",f,f,f,3,2025-12-07 16:20:51.104707,2025-12-14 10:57:38.38249
eedac836-1be3-4c67-9a9b-9254891ecfda,a4d8aa4f-774f-469a-b149-5d58f19834d7,basic_sanitation,Access to Basic Sanitation,%,49.10,#8b5cf6,Percentage of population with at least basic sanitation service,"At the national level, 49.1% of the population has with at least basic sanitation service. Access levels are generally better in urban areas and Southern zones compared to rural areas and Northern zones.",f,f,f,4,2025-12-07 16:20:51.104707,2025-12-14 10:57:38.38249
ee4d7626-e541-4955-84fe-5cbb3bd1cdb2,1680c7c7-ddaa-4a20-9511-08200c32b5ed,tfr,Total Fertility Rate,children per woman,4.80,#ea580c,"Source: Table 3, Page 11. The average number of children a woman would have by the end of her childbearing years.","The <b>TFR is 4.8 children per woman</b> nationally. <b>Rural areas (5.6)</b> have significantly higher fertility than <b>urban areas (3.9)</b>. The <b>North East zone (6.1)</b> has the highest TFR, while the <b>South West (3.4)</b> has the lowest.",f,f,t,1,2025-11-27 13:17:24.375078,2025-11-27 14:49:18.721751
746c9911-0079-4ccc-9887-2a3a92b67ded,1680c7c7-ddaa-4a20-9511-08200c32b5ed,age_first_birth,Median Age at First Birth,years,21.30,#10b981,"Source: Table 6, Page 16. Age by which half of women have had their first child.","The national median age at first birth is <b>21.3 years</b>. Urban women tend to have their first child later (22.9 years) than rural women (20.6 years), reflecting differences in education and economic opportunities.",t,f,f,5,2025-11-27 14:49:18.721751,2025-11-27 14:49:18.721751
d58480b7-b928-4514-a3bb-e057433cc968,1680c7c7-ddaa-4a20-9511-08200c32b5ed,fertility_pref,Desire for Children,%,,#8b5cf6,"Source: Table 7, Page 16. Fertility preferences among currently married women age 15-49.","<b>28% of married women</b> want another child soon (within 2 years), while <b>33%</b> want another child later. <b>27% want no more children</b>, indicating a significant unmet need for family planning services.",t,f,f,6,2025-11-27 14:49:18.721751,2025-11-27 14:49:18.721751
631a4c70-a83e-4b55-a8c2-5c686616631e,1680c7c7-ddaa-4a20-9511-08200c32b5ed,tfr_trends,Trends in Fertility,children per woman,,#0284c7,"Source: Figure 1, Page 12. Change in TFR over time.","The TFR has declined from <b>6.3 in 1990</b> to <b>4.8 in 2023-24</b>. Rural areas consistently show higher fertility than urban areas, though both have declined over time.",t,f,t,2,2025-11-27 13:17:24.375078,2025-11-27 14:49:18.721751
24825f3f-211d-4cf5-a2ea-23c5d4768cdd,1680c7c7-ddaa-4a20-9511-08200c32b5ed,asfr,Age-Specific Fertility Rates,"births per 1,000 women",,#7c3aed,"Source: Table 3, Page 11. Births per 1,000 women by age group.","Fertility is low among adolescents (77 births per 1,000 women age 15-19), peaks at 233 births per 1,000 among women age 25-29, and then decreases thereafter. Rural areas show consistently higher fertility rates across all age groups compared to urban areas.",t,t,f,3,2025-11-27 13:17:24.375078,2025-11-27 14:49:18.721751
45234612-2727-49f1-84c9-88a39eaaeee1,4ab6b32d-2727-4e47-ac45-fef8ff8db89d,difficulty_seeing,Difficulty seeing,%,6.80,#8b5cf6,Percentage of population age 5+ with difficulty seeing,"Nationally, 6.8% of the population age 5 + have some level of difficulty seeing. The prevalence is generally higher in the North Central and North East zones compared to the Southern zones.",f,f,f,1,2025-12-07 16:20:51.104707,2025-12-14 10:57:38.38249
1feede7b-ae76-4046-85b9-53d715f62221,4ab6b32d-2727-4e47-ac45-fef8ff8db89d,difficulty_hearing,Difficulty hearing,%,1.80,#8b5cf6,Percentage of population age 5+ with difficulty hearing,"Nationally, 1.8% of the population age 5 + have some level of difficulty hearing. The prevalence is generally higher in the North Central and North East zones compared to the Southern zones.",f,f,f,2,2025-12-07 16:20:51.104707,2025-12-14 10:57:38.38249
c2c7fda3-ff7e-4451-816b-152e52c5fe55,4ab6b32d-2727-4e47-ac45-fef8ff8db89d,difficulty_communicating,Difficulty communicating,%,1.20,#8b5cf6,Percentage of population age 5+ with difficulty communicating,"Nationally, 1.2% of the population age 5 + have some level of difficulty communicating. The prevalence is generally higher in the North Central and North East zones compared to the Southern zones.",f,f,f,3,2025-12-07 16:20:51.104707,2025-12-14 10:57:38.38249
4cc4df8f-91b4-47ed-9fde-eb6031d76a93,4ab6b32d-2727-4e47-ac45-fef8ff8db89d,difficulty_remembering_or_concentrating,Difficulty remembering or concentrating,%,2.10,#8b5cf6,Percentage of population age 5+ with difficulty remembering or concentrating,"Nationally, 2.1% of the population age 5 + have some level of difficulty remembering or concentrating. The prevalence is generally higher in the North Central and North East zones compared to the Southern zones.",f,f,f,4,2025-12-07 16:20:51.104707,2025-12-14 10:57:38.38249
6c8ba476-beb8-43ea-a40a-5b94fa3114b5,89c6aa14-b6b7-4ca2-9f10-b91ca4bbba68,nmr,Neonatal Mortality Rate,"per 1,000 live births",41.00,#ef4444,"","Neonatal mortality is 41 deaths per 1,000 live births nationally.",f,t,f,1,2025-11-28 16:33:05.089479,2025-11-28 16:33:05.089479
80422a60-bfe2-4cbc-b7ae-de9451d9c5d1,89c6aa14-b6b7-4ca2-9f10-b91ca4bbba68,imr,Infant Mortality Rate,"per 1,000 live births",63.00,#f59e0b,"","Infant mortality is 63 deaths per 1,000 live births nationally.",f,t,f,2,2025-11-28 16:33:05.089479,2025-11-28 16:33:05.089479
775a90d6-3e0a-49d0-b024-255621c5bbd2,5edf5532-b607-461c-b647-3e483faa7249,full_vax,Full Vaccination Coverage,%,39.00,#10b981,Percentage of children 12-23 months fully vaccinated (basic antigens).,"Coverage improved to 39%, but large disparities remain.",f,f,f,1,2025-11-28 16:23:59.291482,2025-11-28 16:35:36.614472
e9ddd6bc-792d-43b9-be0f-a8b7d56ce35a,89c6aa14-b6b7-4ca2-9f10-b91ca4bbba68,u5mr,Under-5 Mortality Rate,"per 1,000 live births",110.00,#dc2626,Probability of dying between birth and fifth birthday.,U5MR is 110 nationally; North West is highest.,f,t,f,1,2025-11-28 16:23:59.291482,2025-11-28 16:35:36.614472
80a03984-a8bb-45cf-bddf-8fe1bcc481a6,50cd9f6e-66ed-4f40-a3d3-473d91da7417,cpr,Contraceptive Prevalence Rate,%,20.30,#2563eb,Percentage of currently married women using contraception.,CPR is 20% nationally; South West is highest.,f,f,f,1,2025-11-28 16:23:59.291482,2025-11-28 16:35:36.614472
4ff9637f-5c4d-412e-9295-22a1ba94d80b,50cd9f6e-66ed-4f40-a3d3-473d91da7417,modern_cpr,Modern Contraceptive Use,%,15.30,#3b82f6,Percentage using modern contraceptive methods.,"<b>15%</b> use modern methods; implants, injectables, and pills are most common.",f,f,f,2,2025-11-28 16:35:36.614472,2025-11-28 16:35:36.614472
6ece8328-7bbc-4fd0-ac4b-1b0a03915027,5edf5532-b607-461c-b647-3e483faa7249,no_vax,No Vaccinations,%,31.00,#ef4444,Percentage of children 12-23 months with no vaccinations.,31% of children received no vaccinations; targeted outreach needed.,f,f,f,2,2025-11-28 16:35:36.614472,2025-11-28 16:35:36.614472
b2dfdd9e-7f18-4685-925d-c6f8a5e73579,8aeacb7a-b21c-43e1-9cc3-ea2364d1b7b6,anc_skilled,ANC from Skilled Provider,%,63.00,#7c3aed,Percentage of women who received antenatal care from a skilled provider.,<b>63% of women</b> received ANC from skilled provider.,f,f,f,5,2025-11-28 16:44:39.250641,2025-11-28 16:44:39.250641
ae45f72c-324b-4775-beea-4f8dad953f19,8aeacb7a-b21c-43e1-9cc3-ea2364d1b7b6,tetanus,Tetanus Toxoid Protection,%,58.00,#a855f7,Protection against neonatal tetanus through maternal tetanus toxoid vaccination.,<b>58% of women</b> received sufficient tetanus toxoid doses.,f,f,f,6,2025-11-28 16:44:39.250641,2025-11-28 16:44:39.250641
5353f021-93ae-4088-83e5-4a399387c3b4,c06af958-770d-4a42-af78-b9ac34b7a5b5,stunting,Stunted Children,%,40.00,#3b82f6,Source: DHS 2024,40% of children are stunted,f,f,f,1,2025-11-30 19:44:23.766653,2025-11-30 19:44:23.766653
2e944b1f-b007-4dad-9b27-9a5db689361a,c06af958-770d-4a42-af78-b9ac34b7a5b5,wasting,Wasted Children,%,8.00,#3b82f6,Source: DHS 2024,8% of children are wasted,f,f,f,2,2025-11-30 19:44:23.808821,2025-11-30 19:44:23.808821
48a93c16-59e7-4ffd-a9fc-0ca2a61e6551,c06af958-770d-4a42-af78-b9ac34b7a5b5,child_anaemia,Children with Anaemia,%,58.00,#3b82f6,Source: DHS 2024,58% of children have anaemia,f,f,f,3,2025-11-30 19:44:23.814073,2025-11-30 19:44:23.814073
0c3337fe-6d8d-428f-893a-e3e4de00db5a,1b52b297-5ca6-4f67-bc61-5f612afec830,itn_ownership,Households with ITN,%,42.00,#3b82f6,Source: DHS 2024,42% of households own an ITN,f,f,f,1,2025-11-30 19:44:23.820964,2025-11-30 19:44:23.820964
23217365-e420-4e43-b0b4-3d64bd06fbc4,1b52b297-5ca6-4f67-bc61-5f612afec830,child_itn_use,Children Sleeping Under ITN,%,25.00,#3b82f6,Source: DHS 2024,25% of children slept under ITN,f,f,f,2,2025-11-30 19:44:23.826724,2025-11-30 19:44:23.826724
0957ac64-1126-40af-8a4f-beda3668120d,963db290-de46-4cf8-b176-4c3796e0b9cd,women_hiv_tested,Women Ever Tested for HIV,%,62.00,#3b82f6,Source: DHS 2024,62% of women tested,f,f,f,1,2025-11-30 19:44:23.832706,2025-11-30 19:44:23.832706
a28e91d0-77fb-4baf-ba29-c839f35b71ff,963db290-de46-4cf8-b176-4c3796e0b9cd,men_hiv_tested,Men Ever Tested for HIV,%,48.00,#3b82f6,Source: DHS 2024,48% of men tested,f,f,f,2,2025-11-30 19:44:23.838373,2025-11-30 19:44:23.838373
668b1803-738e-47ae-b5d4-d1a729f4b017,fe88a151-67cd-4cda-abc9-9a96492562c2,physical_violence,Experience of Physical Violence,%,19.00,#ef4444,Source: DHS 2024,19% of women have experienced physical violence since age 15,f,f,f,1,2025-12-01 11:32:48.000736,2025-12-01 11:32:48.000736
41a2e30d-2727-434e-acca-d521969ed79b,e49e7bc5-7cdc-4c5a-b48c-8c09816b9ca2,covid_vaccination,COVID-19 Vaccination (18+),%,29.00,#ef4444,Source: DHS 2024,29% of adults have received COVID-19 vaccine,f,f,f,1,2025-12-01 11:32:48.026044,2025-12-01 11:32:48.026044
637e98b4-b10b-4d4c-a178-71ecb1afe945,e49e7bc5-7cdc-4c5a-b48c-8c09816b9ca2,hepb_anc_testing,Hepatitis B Testing during ANC,%,16.00,#ef4444,Source: DHS 2024,16% of women tested for Hep B during ANC,f,f,f,2,2025-12-01 11:32:48.035122,2025-12-01 11:32:48.035122
35139c98-a198-4b0c-bf1c-a1159264d101,9e3975d2-0633-41b1-9629-4a2f2435ff8b,smoking_prevalence,Daily Smoking Prevalence,%,5.60,#06b6d4,Percentage of population who smoke daily,Smoking prevalence is generally low but higher among men.,f,f,f,3,2025-12-07 16:54:01.393343,2025-12-14 11:09:56.074195
6c000f8e-15a6-4fa4-bce8-9783829ef209,9e3975d2-0633-41b1-9629-4a2f2435ff8b,electricity_access,Access to Electricity,%,55.20,#06b6d4,Percentage of households with access to electricity,Access to electricity remains a challenge in many rural and northern communities.,f,f,f,1,2025-12-07 16:54:01.393343,2025-12-14 11:09:56.073189
15e0c9cb-1b6e-4a99-abd3-e58be9d1b715,9e3975d2-0633-41b1-9629-4a2f2435ff8b,clean_cooking_fuel,Clean Cooking Fuel,%,23.40,#06b6d4,Percentage of population using clean fuels and technologies for cooking,"Clean cooking fuel usage is low, with significant reliance on biomass.",f,f,f,2,2025-12-07 16:54:01.393343,2025-12-14 11:09:56.073712
23b816db-d649-4a77-ba95-37ab6f15841c,2615c0f5-b0a0-41fe-8d40-d3200cb09990,anc_4plus,4+ Antenatal Care Visits,%,57.00,#7c3aed,Check Table on ANC coverage,,f,f,f,1,2025-12-07 16:39:54.869744,2025-12-07 16:39:54.869744
47bf8e6d-fa50-4d73-b10d-9348fac505d6,2615c0f5-b0a0-41fe-8d40-d3200cb09990,delivery_facility,Delivery in Health Facility,%,39.00,#7c3aed,Check Table on place of delivery,,f,f,f,2,2025-12-07 16:39:54.869744,2025-12-07 16:39:54.869744
08c66434-7463-44e2-81f6-46615668655d,2615c0f5-b0a0-41fe-8d40-d3200cb09990,skilled_birth_attendant,Skilled Birth Attendant,%,39.00,#7c3aed,Check Table on assistance at delivery,,f,f,f,3,2025-12-07 16:39:54.869744,2025-12-07 16:39:54.869744
154abf11-418d-4259-862d-407489fb93d8,2615c0f5-b0a0-41fe-8d40-d3200cb09990,csection_rate,C-Section Rate,%,2.00,#7c3aed,Check Table on delivery methods,,f,f,f,4,2025-12-07 16:39:54.869744,2025-12-07 16:39:54.869744
83b59fd9-3c54-42d5-823e-cfad13aa313c,2a09b531-2029-4a0b-8ff0-00164551abcc,tfr,Total Fertility Rate,children per woman,5.30,#ec4899,Key Indicators table or Fertility chapter,,f,f,f,1,2025-12-07 16:39:54.869744,2025-12-07 16:39:54.869744
6afc253b-f00d-4d24-83d0-67d6224a177f,249bcc55-a760-4a92-a4da-a0674956e922,nmr,Neonatal Mortality Rate,"per 1,000 live births",39.00,#ef4444,Mortality chapter - usually Table 8.1 or similar,,f,f,f,1,2025-12-07 16:39:54.869744,2025-12-07 16:39:54.869744
4d6bec05-1d8b-421b-9311-26ea6e300310,249bcc55-a760-4a92-a4da-a0674956e922,imr,Infant Mortality Rate,"per 1,000 live births",67.00,#ef4444,Mortality chapter,,f,f,f,2,2025-12-07 16:39:54.869744,2025-12-07 16:39:54.869744
9fdf7f70-7d59-49cf-8791-bf8ca10ff17e,249bcc55-a760-4a92-a4da-a0674956e922,u5mr,Under-5 Mortality Rate,"per 1,000 live births",132.00,#ef4444,Mortality chapter,,f,f,f,3,2025-12-07 16:39:54.869744,2025-12-07 16:39:54.869744
17b8f954-2651-406a-9c0b-b8e7a5e02c72,3305dc51-bf22-4543-b8fe-e5c0a5b73db6,bcg,BCG Vaccination,%,74.00,#10b981,Vaccination chapter,,f,f,f,1,2025-12-07 16:39:54.869744,2025-12-07 16:39:54.869744
96ced675-552d-4409-9e7d-149e80dbc08e,3305dc51-bf22-4543-b8fe-e5c0a5b73db6,dpt3,DPT3 Vaccination,%,57.00,#10b981,Vaccination chapter,,f,f,f,2,2025-12-07 16:39:54.869744,2025-12-07 16:39:54.869744
e4a14902-4960-40ea-92f2-956dd63db9b2,3305dc51-bf22-4543-b8fe-e5c0a5b73db6,polio3,Polio3 Vaccination,%,57.00,#10b981,Vaccination chapter,,f,f,f,3,2025-12-07 16:39:54.869744,2025-12-07 16:39:54.869744
f340c01f-9e77-428a-a1e6-8decea224d2a,3305dc51-bf22-4543-b8fe-e5c0a5b73db6,measles,Measles Vaccination,%,54.00,#10b981,Vaccination chapter,,f,f,f,4,2025-12-07 16:39:54.869744,2025-12-07 16:39:54.869744
d990ee2f-b4cb-4a3c-a31c-1515f072101f,3305dc51-bf22-4543-b8fe-e5c0a5b73db6,all_basic,All Basic Vaccinations,%,31.00,#10b981,Vaccination chapter,,f,f,f,5,2025-12-07 16:39:54.869744,2025-12-07 16:39:54.869744
e3a9855a-09ea-47ab-beba-ac587375bcdd,d742ffcd-6f9f-492b-b8d9-1f5b52691d3f,stunting,Stunting (Height-for-age),%,37.00,#f59e0b,Nutrition chapter,,f,f,f,1,2025-12-07 16:39:54.869744,2025-12-07 16:39:54.869744
2779dbf7-5a13-4ad8-bffb-e0d188d6f053,d742ffcd-6f9f-492b-b8d9-1f5b52691d3f,wasting,Wasting (Weight-for-height),%,7.00,#f59e0b,Nutrition chapter,,f,f,f,2,2025-12-07 16:39:54.869744,2025-12-07 16:39:54.869744
194bf9cc-df54-4c04-bc49-eed46d30b5a4,d742ffcd-6f9f-492b-b8d9-1f5b52691d3f,underweight,Underweight (Weight-for-age),%,22.00,#f59e0b,Nutrition chapter,,f,f,f,3,2025-12-07 16:39:54.869744,2025-12-07 16:39:54.869744
48eb4e89-6f90-44fa-acff-52ed71f54bd1,d742ffcd-6f9f-492b-b8d9-1f5b52691d3f,overweight,Overweight,%,2.00,#f59e0b,Nutrition chapter,,f,f,f,4,2025-12-07 16:39:54.869744,2025-12-07 16:39:54.869744
213552e2-637b-48ea-950a-9b40cdfc73fb,1484fcaf-246d-4c52-ac19-5ebb0c9a5875,modern_contraceptive,Modern Contraceptive Use,%,12.00,#8b5cf6,Family Planning chapter,,f,f,f,1,2025-12-07 16:39:54.869744,2025-12-07 16:39:54.869744
7c0a07e3-3844-460c-80b4-ed3aab542b62,1484fcaf-246d-4c52-ac19-5ebb0c9a5875,any_contraceptive,Any Contraceptive Use,%,17.00,#8b5cf6,Family Planning chapter,,f,f,f,2,2025-12-07 16:39:54.869744,2025-12-07 16:39:54.869744
62399ea3-36f9-4456-9f97-f863fede9773,1484fcaf-246d-4c52-ac19-5ebb0c9a5875,unmet_need,Unmet Need for Family Planning,%,19.00,#8b5cf6,Family Planning chapter,,f,f,f,3,2025-12-07 16:39:54.869744,2025-12-07 16:39:54.869744
c7e2c0c0-76d8-481d-b3d8-2e80571fb007,90458d58-634b-4624-be63-6ba01e9fcc41,hiv_prevalence_women,HIV Prevalence - Women,%,1.90,#dc2626,HIV chapter,,f,f,f,1,2025-12-07 16:39:54.869744,2025-12-07 16:39:54.869744
7f705f24-8482-48a8-ab37-6b7d1e928860,90458d58-634b-4624-be63-6ba01e9fcc41,hiv_prevalence_men,HIV Prevalence - Men,%,0.90,#dc2626,HIV chapter,,f,f,f,2,2025-12-07 16:39:54.869744,2025-12-07 16:39:54.869744
932a0e4a-9b0f-4b62-bb51-e17937d7dfa8,90458d58-634b-4624-be63-6ba01e9fcc41,comprehensive_knowledge_women,Comprehensive HIV Knowledge - Women,%,33.00,#dc2626,HIV chapter,,f,f,f,3,2025-12-07 16:39:54.869744,2025-12-07 16:39:54.869744
031ba9a9-da57-4243-aa4f-8144f65f2752,90458d58-634b-4624-be63-6ba01e9fcc41,comprehensive_knowledge_men,Comprehensive HIV Knowledge - Men,%,38.00,#dc2626,HIV chapter,,f,f,f,4,2025-12-07 16:39:54.869744,2025-12-07 16:39:54.869744
5f6fd30d-cccf-44d1-9051-ee16db811919,ab972cdc-0a4e-4099-a77b-cb92ca64cccf,itn_ownership,ITN Ownership,%,61.00,#f97316,Malaria chapter,,f,f,f,1,2025-12-07 16:39:54.869744,2025-12-07 16:39:54.869744
022e80b1-0aea-49f8-9c37-912b76f42e20,ab972cdc-0a4e-4099-a77b-cb92ca64cccf,itn_use_children,ITN Use - Children Under 5,%,35.00,#f97316,Malaria chapter,,f,f,f,2,2025-12-07 16:39:54.869744,2025-12-07 16:39:54.869744
7bbfc00f-195d-41b6-bd2d-ce59c8e733a1,ab972cdc-0a4e-4099-a77b-cb92ca64cccf,itn_use_pregnant,ITN Use - Pregnant Women,%,35.00,#f97316,Malaria chapter,,f,f,f,3,2025-12-07 16:39:54.869744,2025-12-07 16:39:54.869744
fd978dde-5418-4b04-8b3b-f5da7674dff8,7ca212df-7e91-4229-8083-95d2e77545cf,improved_water_source,Improved Water Source,%,71.00,#06b6d4,Water & Sanitation chapter or Household characteristics,,f,f,f,1,2025-12-07 16:39:54.869744,2025-12-07 16:39:54.869744
15b4f7e1-36e5-4d81-893c-6ac94775bb19,7ca212df-7e91-4229-8083-95d2e77545cf,improved_sanitation,Improved Sanitation Facility,%,47.00,#06b6d4,Water & Sanitation chapter,,f,f,f,3,2025-12-07 16:39:54.869744,2025-12-07 16:39:54.869744
da7a2509-a5be-4363-b72a-e6c4191a3786,7ca212df-7e91-4229-8083-95d2e77545cf,open_defecation,Open Defecation,%,24.00,#06b6d4,Water & Sanitation chapter,,f,f,f,4,2025-12-07 16:39:54.869744,2025-12-07 16:39:54.869744
e8a02a3c-33b2-49c8-8b0d-d8006b58c18b,76cbacbf-71d1-4446-aaf6-7503f1968063,population_under_5,Population Under 5,%,15.50,#8b5cf6,Percentage of population under age 5,,f,f,f,1,2025-12-07 16:54:01.393343,2025-12-13 06:31:48.882022
fe0d1b12-5647-4998-a757-272ecd21f6ee,447e164e-5daa-4415-afdf-212aad374cb5,prevalence_of_malaria_in_children_national,Prevalence of malaria in children,%,34.70,,,,f,f,f,0,2025-12-21 13:40:11.707256,2025-12-21 14:54:55.316547
bced16e2-3079-4353-9fbf-151744e8c7c3,83bd9db4-8778-4004-a0df-a15926d7af29,sanitation_service_ladder,Sanitation service ladder,%,44.00,,,,f,f,f,0,2025-12-21 13:40:11.880738,2025-12-21 14:54:55.326192
61989e8b-a028-4c25-938d-6e0371ccdbf9,4d060da2-3bfc-43db-8c86-038c31e60447,mean_hh_size,Mean size of households,members,4.90,,,,f,f,f,1,2025-12-20 06:50:46.589187,2025-12-21 11:24:32.127205
e6fad537-8ae5-4c56-9739-de95ea5966bb,83bd9db4-8778-4004-a0df-a15926d7af29,drinking_water_service_ladder,Drinking water service ladder,%,75.90,,,,f,f,f,0,2025-12-21 13:40:11.862378,2025-12-21 14:54:55.327501
382a262e-7893-4d98-b971-4885649f9557,4ab6b32d-2727-4e47-ac45-fef8ff8db89d,difficulty_washing_all_over_or_dressing,Difficulty washing all over or dressing,%,1.70,#8b5cf6,Percentage of population age 5+ with difficulty washing all over or dressing,"Nationally, 1.7% of the population age 5 + have some level of difficulty washing all over or dressing. The prevalence is generally higher in the North Central and North East zones compared to the Southern zones.",f,f,f,6,2025-12-07 16:20:51.104707,2025-12-14 10:57:38.38249
22323f7e-d681-4846-b10d-ba0bcedd0e16,5701bab7-fdc4-4e2c-8186-182f786a8f92,women_employment,Women Employed,%,66.30,#ec4899,Percentage of currently married women age 15-49 who were employed,"Nationally, 66.3% of currently married women age 15-49 who were employed. There are significant regional disparities, generally with higher rates in the South compared to the North.",f,f,f,1,2025-12-07 16:20:51.104707,2025-12-14 10:57:38.38249
1145245d-8c27-4b8f-832d-f63318632ff7,76cbacbf-71d1-4446-aaf6-7503f1968063,population_working_age,Working Age Population (15-64),%,50.80,#8b5cf6,Percentage of population in working age group,,f,f,f,2,2025-12-07 16:54:01.393343,2025-12-13 06:31:48.882022
4b9e310c-85f4-45ac-a8f7-5fa6a116399d,76cbacbf-71d1-4446-aaf6-7503f1968063,dependency_ratio_children,Child Dependency (0-14),%,45.40,#8b5cf6,Percentage of population aged 0-14 (dependent children),,f,f,f,3,2025-12-07 16:54:01.393343,2025-12-13 06:31:48.882022
1498f68f-e75e-4ee9-8f02-c2e897c9074d,76cbacbf-71d1-4446-aaf6-7503f1968063,birth_registration,Birth Registration (Under 5),%,39.70,#8b5cf6,Percentage of children under 5 whose births are registered,,f,f,f,4,2025-12-07 16:54:01.393343,2025-12-13 06:31:48.882022
fd1697e5-d4c4-4c74-ac75-610c06a56b53,54c2ae4a-0b9e-41f8-9751-7d52e77fce3b,secondary_attendance,Secondary School Net Attendance,%,45.50,#f59e0b,Net attendance ratio for secondary school age children,Secondary school attendance follows a similar regional pattern to primary attendance.,f,f,f,4,2025-12-07 16:54:01.393343,2025-12-14 11:09:55.926639
